Project ID,Transaction ID,2010 Census Tract,"Metro/Non-Metro, 2010 Census",Origination Year,Community Development Entity (CDE) Name,QLICI Amount,City,State,Zip Code,Purpose of Investment,QALICB Type,Multi-CDE,Multi-Tract QLICI
GA0042,2058,13045910501,Metropolitan,2013,"DV Community Investment, LLC","$3,001,250.00 ",CARROLLTON,GA,30117,Business Financing,NRE,YES,NO
GA0042,2055,13045910501,Metropolitan,2013,Chase New Markets Corporation,"$1,339,750.00 ",Carrollton,GA,30117,Business Financing,NRE,YES,NO
GA0042,2056,13045910501,Metropolitan,2013,Chase New Markets Corporation,"$660,250.00 ",Carrollton,GA,30117,Business Financing,NRE,YES,NO
GA0043,2059,13087970300,Non-Metropolitan,2013,CEI Capital Management LLC,"$14,733,800.00 ",Bainbridge,GA,39817,Business Financing,NRE,NO,NO
GA0043,2060,13087970300,Non-Metropolitan,2013,CEI Capital Management LLC,"$5,266,200.00 ",Bainbridge,GA,39817,Business Financing,NRE,NO,NO
GA0044,2061,13121002100,Metropolitan,2013,"Atlanta Emerging Markets, Inc.","$4,728,600.00 ",Atlanta,GA,30313,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
GA0044,2062,13121002100,Metropolitan,2013,"Atlanta Emerging Markets, Inc.","$1,091,400.00 ",Atlanta,GA,30313,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
GA0044,2063,13121002100,Metropolitan,2013,"Atlanta Emerging Markets, Inc.","$5,061,700.00 ",Atlanta,GA,30313,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
GA0044,2064,13121002100,Metropolitan,2013,"Atlanta Emerging Markets, Inc.","$1,728,300.00 ",Atlanta,GA,30313,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
GA0044,2065,13121002100,Metropolitan,2013,"Development Ventures CDE, LLC","$7,954,100.00 ",Atlanta,GA,30313,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
GA0044,2066,13121002100,Metropolitan,2013,"Development Ventures CDE, LLC","$3,045,900.00 ",Atlanta,GA,30313,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
GA0045,2067,13121003500,Metropolitan,2013,"SunTrust Community Development Enterprises, LLC","$1,600,000.00 ",Atlanta,GA,30313,Business Financing,NRE,NO,NO
GA0045,2068,13121003500,Metropolitan,2013,"SunTrust Community Development Enterprises, LLC","$4,100,000.00 ",Atlanta,GA,30313,Business Financing,NRE,NO,NO
GA0046,2073,13089020802,Metropolitan,2013,"SunTrust Community Development Enterprises, LLC","$3,744,000.00 ",Atlanta,GA,30317,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
GA0046,2074,13089020802,Metropolitan,2013,"SunTrust Community Development Enterprises, LLC","$8,256,000.00 ",Atlanta,GA,30317,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
GA0046,2069,13089020802,Metropolitan,2013,UA LLC,"$3,479,000.00 ",Atlanta,GA,30317,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
GA0046,2070,13089020802,Metropolitan,2013,UA LLC,"$1,371,000.00 ",Atlanta,GA,30317,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
GA0046,2075,13089020802,Metropolitan,2013,"CAHEC New Markets, LLC","$8,889,600.00 ",Atlanta,GA,30317,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
GA0046,2076,13089020802,Metropolitan,2013,"CAHEC New Markets, LLC","$3,110,400.00 ",Atlanta,GA,30317,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
GA0046,2077,13089020802,Metropolitan,2013,"PNC Community Partners, Inc.","$4,870,600.00 ",Atlanta,GA,30317,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
GA0046,2078,13089020802,Metropolitan,2013,"PNC Community Partners, Inc.","$2,129,400.00 ",Atlanta,GA,30317,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
GA0046,2071,13089020802,Metropolitan,2014,Low Income Investment Fund,"$6,958,000.00 ",Atlanta,GA,30317,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
GA0046,2072,13089020802,Metropolitan,2014,Low Income Investment Fund,"$2,742,000.00 ",Atlanta,GA,30317,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
GA0047,2079,13293010500,Non-Metropolitan,2013,"DV Community Investment, LLC","$6,360,200.00 ",THOMASTON,GA,30286,Business Financing,NRE,NO,NO
GA0047,2080,13293010500,Non-Metropolitan,2013,"DV Community Investment, LLC","$2,369,800.00 ",THOMASTON,GA,30286,Business Financing,NRE,NO,NO
GA0048,2081,13121010512,Metropolitan,2013,"SunTrust Community Development Enterprises, LLC","$4,200,000.00 ",Union City,GA,30291,Real Estate–Rehabilitation–Commercial,RE,NO,NO
GA0049,2082,13059140400,Metropolitan,2013,"Mid-City Community CDE, LLC","$6,924,000.00 ",Athens,GA,30601,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
GA0049,2083,13059140400,Metropolitan,2013,"Mid-City Community CDE, LLC","$2,876,000.00 ",Athens,GA,30601,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
GA0050,2087,13063040410,Metropolitan,2014,"Consortium America, LLC","$3,501,770.00 ",Clayton,GA,30288,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
GA0050,2088,13063040410,Metropolitan,2014,"Consortium America, LLC","$822,365.00 ",Clayton,GA,30288,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
GA0050,2089,13063040410,Metropolitan,2014,"Consortium America, LLC","$1,555,865.00 ",Clayton,GA,30288,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
GA0050,2090,13063040410,Metropolitan,2014,Urban Action Community Development LLC,"$3,914,931.00 ",Conley,GA,30288,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
GA0050,2091,13063040410,Metropolitan,2014,Urban Action Community Development LLC,"$919,393.00 ",Conley,GA,30288,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
GA0050,2092,13063040410,Metropolitan,2014,Urban Action Community Development LLC,"$2,025,676.00 ",Conley,GA,30288,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
GA0050,2084,13063040410,Metropolitan,2014,ESIC New Markets Partners LP,"$4,344,289.00 ",Conley,GA,30288,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
GA0050,2085,13063040410,Metropolitan,2014,ESIC New Markets Partners LP,"$1,020,225.00 ",Conley,GA,30288,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
GA0050,2086,13063040410,Metropolitan,2014,ESIC New Markets Partners LP,"$2,395,486.00 ",Conley,GA,30288,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
GA0051,2093,13081010500,Non-Metropolitan,2014,"AMCREF Community Capital, LLC","$10,016,875.00 ",Cordele,GA,31015,Business Financing,NRE,YES,NO
GA0051,2094,13081010500,Non-Metropolitan,2014,"AMCREF Community Capital, LLC","$3,733,125.00 ",Cordele,GA,31015,Business Financing,NRE,YES,NO
GA0051,2095,13081010500,Non-Metropolitan,2014,"Capital One Community Renewal Fund, LLC","$1,337,000.00 ",Cordele,GA,3015,Business Financing,SPE,YES,NO
GA0051,2096,13081010500,Non-Metropolitan,2014,"Capital One Community Renewal Fund, LLC","$663,000.00 ",Cordele,GA,3015,Business Financing,SPE,YES,NO
GA0052,2097,13051003501,Metropolitan,2014,Chase New Markets Corporation,"$668,500.00 ",Savannah,GA,31404,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,NO,NO
GA0052,2098,13051003501,Metropolitan,2014,Chase New Markets Corporation,"$331,500.00 ",Savannah,GA,31404,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,NO,NO
GA0053,2103,13293010500,Non-Metropolitan,2014,"DV Community Investment, LLC","$5,348,000.00 ",THOMASTON,GA,30286,Business Financing,SPE,YES,NO
GA0053,2104,13293010500,Non-Metropolitan,2014,"DV Community Investment, LLC","$2,412,000.00 ",THOMASTON,GA,30286,Business Financing,SPE,YES,NO
GA0053,2099,13293010500,Non-Metropolitan,2014,"AMCREF Community Capital, LLC","$7,102,875.00 ",Thomaston,GA,30286,Business Financing,SPE,YES,NO
GA0053,2100,13293010500,Non-Metropolitan,2014,"AMCREF Community Capital, LLC","$2,647,125.00 ",Thomaston,GA,30286,Business Financing,SPE,YES,NO
GA0053,2101,13293010500,Non-Metropolitan,2014,"Capital One Community Renewal Fund, LLC","$2,005,500.00 ",Thomaston,GA,30286,Business Financing,SPE,YES,NO
GA0053,2102,13293010500,Non-Metropolitan,2014,"Capital One Community Renewal Fund, LLC","$994,500.00 ",Thomaston,GA,30286,Business Financing,SPE,YES,NO
GA0054,2105,13121012000,Metropolitan,2014,"Atlanta Emerging Markets, Inc.","$3,499,500.00 ",Atlanta,GA,30315,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,NO,NO
GA0054,2106,13121012000,Metropolitan,2014,"Atlanta Emerging Markets, Inc.","$1,400,500.00 ",Atlanta,GA,30315,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,NO,NO
GA0054,2107,13121012000,Metropolitan,2014,"Atlanta Emerging Markets, Inc.","$3,499,500.00 ",Atlanta,GA,30315,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,NO,NO
GA0054,2108,13121012000,Metropolitan,2014,"Atlanta Emerging Markets, Inc.","$1,400,500.00 ",Atlanta,GA,30315,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,NO,NO
GA0055,2109,13051011200,Metropolitan,2014,National Trust Community Investment Corporation,"$8,000,000.00 ",Savannah,GA,31401,Real Estate–Rehabilitation–Commercial,RE,NO,NO
GA0056,2110,13121005200,Metropolitan,2014,Self-Help Ventures Fund,"$310,000.00 ",Atlanta,GA,30316,Real Estate–Rehabilitation–Commercial,NRE,NO,NO
HI0001,2111,15003008502,Metropolitan,2003,"Advantage Capital Community Development Fund, LLC","$250,000.00 ",Kapolei,HI,96707,Business Financing,NRE,NO,NO
HI0002,2112,15003005200,Metropolitan,2010,"Alaska Growth Capital BIDCO, Inc.","$4,607,501.00 ",Honolulu,HI,96817,Business Financing,RE,NO,NO
HI0002,2113,15003005200,Metropolitan,2010,"Alaska Growth Capital BIDCO, Inc.","$756,728.00 ",Honolulu,HI,96817,Business Financing,RE,NO,NO
HI0003,2115,15001022102,Non-Metropolitan,2009,Rural Development Partners LLC,"$9,500,000.00 ",O'okala,HI,96774,Business Financing,NRE,YES,NO
HI0003,2116,15001022102,Non-Metropolitan,2009,Rural Community Investment Fund LLC,"$6,000,000.00 ",O'OAKALA,HI,96774,Business Financing,NRE,YES,NO
HI0003,2114,15001022102,Non-Metropolitan,2010,"Coastal Enterprises, Inc.","$9,500,000.00 ",Ookala,HI,96774,Business Financing,NRE,YES,NO
HI0004,2117,15003940001,Metropolitan,2011,"Travois New Markets, LLC","$5,136,120.00 ",Waimanalo,HI,96795,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
HI0004,2118,15003940001,Metropolitan,2011,"Travois New Markets, LLC","$1,919,880.00 ",Waimanalo,HI,96795,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
HI0005,2119,15003011400,Metropolitan,2012,"Punawai 'O Pu'uhonua, LLC","$8,300,000.00 ",Waianae,HI,96792,Business Financing,NRE,NO,NO
HI0005,2120,15003011400,Metropolitan,2012,"Punawai 'O Pu'uhonua, LLC","$3,400,000.00 ",Waianae,HI,96792,Business Financing,NRE,NO,NO
HI0006,2121,15009031801,Non-Metropolitan,2012,"Travois New Markets, LLC","$5,525,200.00 ",Maunaloa,HI,96770,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
HI0006,2122,15009031801,Non-Metropolitan,2012,"Travois New Markets, LLC","$1,922,800.00 ",Maunaloa,HI,96770,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
HI0007,2123,15001020600,Non-Metropolitan,2012,"Punawai 'O Pu'uhonua, LLC","$13,000,000.00 ",Hilo,HI,96720,Business Financing,NRE,NO,NO
HI0007,2124,15001020600,Non-Metropolitan,2012,"Punawai 'O Pu'uhonua, LLC","$4,842,500.00 ",Hilo,HI,96720,Business Financing,NRE,NO,NO
HI0008,2129,15001021504,Non-Metropolitan,2013,"Punawai 'O Pu'uhonua, LLC","$6,587,817.00 ",Kailua-Kona,HI,96740,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
HI0008,2130,15001021504,Non-Metropolitan,2013,"Punawai 'O Pu'uhonua, LLC","$2,869,683.00 ",Kailua-Kona,HI,96740,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
HI0008,2127,15001021504,Non-Metropolitan,2013,"USBCDE, LLC","$1,812,250.00 ",Kailua-Kona,HI,96740,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
HI0008,2128,15001021504,Non-Metropolitan,2013,"USBCDE, LLC","$937,750.00 ",Kailua-Kona,HI,96740,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
HI0008,2125,15001021504,Non-Metropolitan,2013,Nonprofit Finance Fund,"$6,791,563.00 ",Kailua Kona,HI,96740,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
HI0008,2126,15001021504,Non-Metropolitan,2013,Nonprofit Finance Fund,"$2,808,437.00 ",Kailua Kona,HI,96740,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
IA0001,2131,19155021200,Metropolitan,2006,"National New Markets Tax Credit Fund, Inc","$750,000.00 ",Carter Lake,IA,51510,Business Financing,NRE,NO,NO
IA0002,2132,19081270400,Non-Metropolitan,2010,Iowa Community Development LC,"$9,800,000.00 ",Corwith,IA,50430,Business Financing,NRE,NO,NO
IA0003,2133,19155030900,Metropolitan,2007,"HEDC New Markets, Inc","$750,000.00 ",Council Bluffs,IA,51503,Real Estate–Rehabilitation–Commercial,RE,NO,NO
IA0003,2134,19155030900,Metropolitan,2007,"HEDC New Markets, Inc","$530,000.00 ",Council Bluffs,IA,51503,Real Estate–Rehabilitation–Commercial,RE,NO,NO
IA0003,2135,19155030900,Metropolitan,2007,"HEDC New Markets, Inc","$1,072,353.00 ",Council Bluffs,IA,51503,Real Estate–Rehabilitation–Commercial,RE,NO,NO
IA0004,2136,19155030900,Metropolitan,2009,"HEDC New Markets, Inc","$1,035,927.00 ",Council Bluffs,IA,51503,Real Estate–Rehabilitation–Commercial,RE,NO,NO
IA0004,2137,19155030900,Metropolitan,2009,"HEDC New Markets, Inc","$3,689,938.00 ",Council Bluffs,IA,51503,Real Estate–Rehabilitation–Commercial,RE,NO,NO
IA0004,2138,19155030900,Metropolitan,2009,"HEDC New Markets, Inc","$87,915.00 ",Council Bluffs,IA,51503,Real Estate–Rehabilitation–Commercial,RE,NO,NO
IA0004,2139,19155030900,Metropolitan,2009,"HEDC New Markets, Inc","$930,000.00 ",Council Bluffs,IA,51503,Real Estate–Rehabilitation–Commercial,RE,NO,NO
IA0005,2142,19155031300,Metropolitan,2004,"HEDC New Markets, Inc","$2,050,000.00 ",Council Bluffs,IA,51501,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
IA0005,2143,19155031300,Metropolitan,2004,"HEDC New Markets, Inc","$1,330,569.00 ",Council Bluffs,IA,51501,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
IA0005,2140,19155031300,Metropolitan,2005,"HEDC New Markets, Inc","$4,028,885.00 ",Council Bluffs,IA,51501,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
IA0005,2141,19155031300,Metropolitan,2005,"HEDC New Markets, Inc","$2,780,547.00 ",Council Bluffs,IA,51501,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
IA0007,2144,19163010900,Metropolitan,2007,National Trust Community Investment Corporation,"$3,714,910.00 ",Davenport,IA,52801,Real Estate–Rehabilitation–Commercial,RE,YES,NO
IA0007,2145,19163010900,Metropolitan,2007,Iowa Community Development LC,"$2,625,800.00 ",Davenport,IA,52801,Business Financing,NRE,YES,NO
IA0007,2146,19163010900,Metropolitan,2007,Iowa Community Development LC,"$6,684,200.00 ",Davenport,IA,52801,Business Financing,NRE,YES,NO
IA0009,2147,19153005100,Metropolitan,2005,Commercial Federal Community Development Corporation,"$4,400,000.00 ",DES MOINES,IA,50309,Real Estate – Rehabilitation–Housing - Multi Family,RE,NO,NO
IA0010,2148,19153005100,Metropolitan,2007,Iowa Community Development LC,"$8,820,000.00 ",Des Moines,IA,50309,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
IA0011,2150,19153002600,Metropolitan,2005,Commercial Federal Community Development Corporation,"$3,796,000.00 ",DES MOINES,IA,50311,Real Estate–Rehabilitation–Commercial,RE,NO,NO
IA0011,2149,19153002600,Metropolitan,2007,Commercial Federal Community Development Corporation,"$3,796,000.00 ",DES MOINES,IA,50311,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
IA0012,2151,19153005100,Metropolitan,2007,Iowa Community Development LC,"$6,860,000.00 ",Des Moines,IA,50309,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
IA0013,2152,19061000100,Metropolitan,2008,Iowa Community Development LC,"$3,675,000.00 ",Dubuque,IA,52001,Business Financing,NRE,YES,NO
IA0013,2153,19061000100,Metropolitan,2008,"USBCDE, LLC","$3,710,769.00 ",Dubuque,IA,52001,Real Estate–Rehabilitation–Commercial,RE,YES,NO
IA0014,2154,19061000701,Metropolitan,2009,Iowa Community Development LC,"$5,897,192.00 ",Dubuque,IA,52001,Real Estate–Rehabilitation–Commercial,NRE,YES,NO
IA0014,2155,19061000701,Metropolitan,2009,Iowa Community Development LC,"$3,902,808.00 ",Dubuque,IA,52001,Real Estate–Rehabilitation–Commercial,NRE,YES,NO
IA0014,2156,19061000100,Metropolitan,2009,"USBCDE, LLC","$5,897,192.00 ",Dubuque,IA,52001,Real Estate–Rehabilitation–Commercial,RE,YES,NO
IA0014,2157,19061000100,Metropolitan,2009,"USBCDE, LLC","$4,002,808.00 ",Dubuque,IA,52001,Real Estate–Rehabilitation–Commercial,RE,YES,NO
IA0014,2158,19061000100,Metropolitan,2009,"National Community Fund I, LLC","$10,045,000.00 ",Dubuque,IA,52001,Real Estate–Rehabilitation–Commercial,RE,YES,NO
IA0016,2159,19101090100,Non-Metropolitan,2008,Iowa Community Development LC,"$4,023,275.00 ",Fairfield,IA,52556,Business Financing,NRE,NO,NO
IA0016,2160,19101090100,Non-Metropolitan,2008,Iowa Community Development LC,"$1,611,725.00 ",Fairfield,IA,52556,Business Financing,NRE,NO,NO
IA0017,2161,19111490800,Non-Metropolitan,2008,Rural Development Partners LLC,"$23,750,000.00 ",Keokuk,IA,52632,Business Financing,NRE,YES,NO
IA0017,2163,19111491000,Non-Metropolitan,2008,"USBCDE, LLC","$4,950,000.00 ",Keokuk,IA,52632,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,YES,NO
IA0017,2162,19111490800,Non-Metropolitan,2010,Rural Development Partners LLC,"$19,000,000.00 ",Keokuk,IA,52632,Business Financing,NRE,YES,NO
IA0020,2164,19033950300,Non-Metropolitan,2010,Iowa Community Development LC,"$1,000.00 ",Mason City,IA,50402,Real Estate–Rehabilitation–Commercial,NRE,NO,NO
IA0020,2165,19033950300,Non-Metropolitan,2010,Iowa Community Development LC,"$2,511,821.00 ",Mason City,IA,50402,Real Estate–Rehabilitation–Commercial,NRE,NO,NO
IA0020,2166,19033950300,Non-Metropolitan,2010,Iowa Community Development LC,"$1,894,713.00 ",Mason City,IA,50402,Real Estate–Rehabilitation–Commercial,NRE,NO,NO
IA0020,2167,19033950300,Non-Metropolitan,2010,Iowa Community Development LC,"$1,695,031.00 ",Mason City,IA,50402,Real Estate–Rehabilitation–Commercial,NRE,NO,NO
IA0020,2168,19033950300,Non-Metropolitan,2011,Iowa Community Development LC,"$3,697,435.00 ",Mason City,IA,50402,Real Estate–Rehabilitation–Commercial,NRE,NO,NO
IA0021,2169,19193003600,Metropolitan,2007,Iowa Community Development LC,"$9,800,000.00 ",Sioux City,IA,51101,Real Estate–Rehabilitation–Commercial,RE,NO,NO
IA0023,2170,19013000100,Metropolitan,2005,National Trust Community Investment Corporation,"$449,769.00 ",Waterloo,IA,50703,Real Estate–Rehabilitation–Commercial,RE,NO,NO
IA0024,2171,19113001900,Metropolitan,2011,Iowa Community Development LC,"$7,500,000.00 ",Cedar Rapids,IA,52403,Business Financing,NRE,NO,NO
IA0024,2172,19113001900,Metropolitan,2011,Iowa Community Development LC,"$3,424,915.00 ",Cedar Rapids,IA,52403,Business Financing,NRE,NO,NO
IA0024,2173,19113001900,Metropolitan,2011,Iowa Community Development LC,"$3,775,085.00 ",Cedar Rapids,IA,52403,Business Financing,NRE,NO,NO
IA0025,2174,19113002700,Metropolitan,2011,"Midwest Renewable Capital, LLC","$5,000,000.00 ",Cedar Rapids,IA,52401,Business Financing,NRE,NO,NO
IA0025,2175,19113002700,Metropolitan,2011,"Midwest Renewable Capital, LLC","$3,500,000.00 ",Cedar Rapids,IA,52401,Business Financing,NRE,NO,NO
IA0025,2176,19113002700,Metropolitan,2011,"Midwest Renewable Capital, LLC","$1,081,000.00 ",Cedar Rapids,IA,52401,Business Financing,NRE,NO,NO
IA0025,2177,19113002700,Metropolitan,2011,"Midwest Renewable Capital, LLC","$3,029,000.00 ",Cedar Rapids,IA,52401,Business Financing,NRE,NO,NO
IA0026,2178,19073080100,Non-Metropolitan,2011,"Midwest Renewable Capital, LLC","$3,783,000.00 ",Grand Junction,IA,50107,Business Financing,NRE,NO,NO
IA0026,2179,19073080100,Non-Metropolitan,2011,"Midwest Renewable Capital, LLC","$3,783,000.00 ",Grand Junction,IA,50107,Business Financing,NRE,NO,NO
IA0026,2180,19073080200,Non-Metropolitan,2011,"Midwest Renewable Capital, LLC","$3,783,000.00 ",Dana,IA,50064,Business Financing,NRE,NO,NO
IA0026,2181,19073080200,Non-Metropolitan,2011,"Midwest Renewable Capital, LLC","$3,783,000.00 ",Dana,IA,50064,Business Financing,NRE,NO,NO
IA0026,2182,19073080100,Non-Metropolitan,2011,"Midwest Renewable Capital, LLC","$3,783,000.00 ",Dana,IA,50064,Business Financing,NRE,NO,NO
IA0029,2183,19153001700,Metropolitan,2011,"HFHI-SA NMTC I, LLC","$2,651,768.00 ",Des Moines,IA,50314,Real Estate – Construction–Housing-Single Family,RE,NO,NO
IA0030,2184,19111490200,Non-Metropolitan,2011,Iowa Community Development LC,"$7,270,000.00 ",Fort Madison,IA,52627,Business Financing,NRE,NO,NO
IA0030,2185,19111490200,Non-Metropolitan,2011,Iowa Community Development LC,"$2,530,000.00 ",Fort Madison,IA,52627,Business Financing,NRE,NO,NO
IA0031,2186,19127950500,Non-Metropolitan,2011,Iowa Community Development LC,"$7,233,823.00 ",Marshalltown,IA,50158,Business Financing,NRE,NO,NO
IA0031,2187,19127950500,Non-Metropolitan,2011,Iowa Community Development LC,"$2,566,177.00 ",Marshalltown,IA,50158,Business Financing,NRE,NO,NO
IA0034,2188,19193001400,Metropolitan,2012,Iowa Community Development LC,"$2,065,487.00 ",Sioux City,IA,51109,Real Estate – Construction–Housing-Single Family,RE,NO,NO
IA0035,2189,19153001200,Metropolitan,2012,Iowa Community Development LC,"$4,455,856.00 ",Des Moines,IA,50316,Real Estate – Construction–Housing-Single Family,RE,NO,NO
IA0036,2190,19031450300,Non-Metropolitan,2012,Iowa Community Development LC,"$1,075,480.00 ",Iowa City,IA,52246,Real Estate – Construction–Housing-Single Family,RE,NO,NO
IA0037,2191,19057000300,Non-Metropolitan,2012,Iowa Community Development LC,"$8,512,295.00 ",Burlington,IA,52601,Business Financing,NRE,NO,NO
IA0037,2192,19057000300,Non-Metropolitan,2012,Iowa Community Development LC,"$3,247,705.00 ",Burlington,IA,52601,Business Financing,NRE,NO,NO
IA0037,2193,19057000300,Non-Metropolitan,2013,Iowa Community Development LC,"$1,725,000.00 ",Burlington,IA,52601,Business Financing,NRE,NO,NO
IA0037,2194,19057000300,Non-Metropolitan,2013,Iowa Community Development LC,"$725,000.00 ",Burlington,IA,52601,Business Financing,NRE,NO,NO
IA0038,2195,19013000900,Metropolitan,2004,"Community Revitalization Fund, Inc.","$1,394,182.00 ",WATERLOO,IA,50702,Business Financing,NRE,NO,NO
IA0039,2196,19113001200,Metropolitan,2012,Iowa Community Development LC,"$1,950,623.00 ",Cedar Rapids,IA,52404,Real Estate – Construction–Housing-Single Family,RE,NO,NO
IA0040,2197,19013001000,Metropolitan,2012,Iowa Community Development LC,"$2,212,554.00 ",Waterloo,IA,50702,Real Estate – Construction–Housing-Single Family,RE,NO,NO
IA0041,2198,19061000100,Metropolitan,2012,"Midwest Renewable Capital, LLC","$6,458,101.00 ",Dubuque,IA,52001,Real Estate–Rehabilitation–Commercial,RE,NO,NO
IA0041,2199,19061000100,Metropolitan,2012,"Midwest Renewable Capital, LLC","$1,075,000.00 ",Dubuque,IA,52001,Real Estate–Rehabilitation–Commercial,RE,NO,NO
IA0041,2200,19061000100,Metropolitan,2012,"Midwest Renewable Capital, LLC","$1,924,399.00 ",Dubuque,IA,52001,Real Estate–Rehabilitation–Commercial,RE,NO,NO
IA0042,2201,19169001100,Metropolitan,2014,Iowa Community Development LC,"$8,162,400.00 ",Ames,IA,50014,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
IA0042,2202,19169001100,Metropolitan,2014,Iowa Community Development LC,"$3,597,600.00 ",Ames,IA,50014,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
IA0042,2203,19169001100,Metropolitan,2014,"USBCDE, LLC","$1,360,400.00 ",Ames,IA,50014,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
IA0042,2204,19169001100,Metropolitan,2014,"USBCDE, LLC","$619,600.00 ",Ames,IA,50014,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,YES,NO
IA0043,2205,19165960400,Non-Metropolitan,2014,Iowa Community Development LC,"$6,948,040.00 ",Harlan,IA,51537,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
IA0043,2206,19165960400,Non-Metropolitan,2014,Iowa Community Development LC,"$3,047,960.00 ",Harlan,IA,51537,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
IA0044,2207,19061000100,Metropolitan,2014,Iowa Community Development LC,"$1,916,666.75 ",Dubuque,IA,52001,Real Estate–Rehabilitation–Commercial,NRE,NO,NO
IA0044,2208,19061000100,Metropolitan,2014,Iowa Community Development LC,"$7,099,333.25 ",Dubuque,IA,52001,Real Estate–Rehabilitation–Commercial,NRE,NO,NO
