DATA_ID,NAME,TYPE,SUBTYPE1,SUBTYPE2,SUBTYPE3,RATING,REVIEWS,PRICE_HIGH,PRICE_LOW,ADDRESS,STREET,CITY,STATE,ZIPCODE,LATITUDE,LONGITUDE,TELEPHONE,WEBSITE,RESERVATIONS,DELIVERY,TAKEOUT,ACCEPTS_CREDIT,ACCEPTS_APPLE_PAY,ACCEPTS_ANDROID_PAY,ACCEPTS_BITCOIN,GOOD_FOR,PARKING,BIKE_PARKING,WHEELCHAIR_ACCESSIBLE,GOOD_FOR_KIDS,GOOD_FOR_GROUPS,ATTIRE,AMBIENCE,NOISE_LEVEL,ALCOHOL,OUTDOOR_SEATING,WIFI,HAS_TV,WAITER_SERVICE,CATERS,COAT_CHECK,DOGS_ALLOWED,HAS_POOL_TABLE,GOOD_FOR_DANCING,HAPPY_HOUR,BEST_NIGHTS,SMOKING,GOOD_FOR_WORKING,GENDER_NEUTRAL_RESTROOM,MUSIC,MILITARY_DISCOUNT,DRIVE_THRU,MON_OPEN,MON_CLOSE,TUE_OPEN,TUE_CLOSE,WED_OPEN,WED_CLOSE,THU_OPEN,THU_CLOSE,FRI_OPEN,FRI_CLOSE,SAT_OPEN,SAT_CLOSE,SUN_OPEN,SUN_CLOSE,RATING_5,RATING_4,RATING_3,RATING_2,RATING_1
126,Jim's Fish Fry,Restaurant,Seafood,,,4.047619048,21,30,11,"1248 Wolf St, Syracuse, NY 13208",1248 Wolf St,Syracuse,NY,13208,43.0845414,-76.1531388,13154719755,,No,No,Yes,Yes,,,,"Lunch, Dinner",,Yes,,Yes,Yes,Casual,Divey,Quiet,Beer & Wine Only,No,No,Yes,Yes,,,,,,,,,,,,,,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,11:00 AM,9:00 PM,,,9,7,3,1,1
127,The Melting Pot,Restaurant,Fondue,,,3.434782609,23,60,31,"306 Hiawatha Blvd W\nSte H104, Syracuse, NY 13204",306 Hiawatha Blvd W\nSte H104,Syracuse,NY,13204,43.0686261,-76.1714246,13154716358,meltingpot.com,Yes,No,No,Yes,,,,,,No,,Yes,Yes,Casual,,Quiet,Full Bar,No,,No,Yes,No,,,,,,,,,,,,,12:00 PM,10:00 PM,12:00 PM,10:00 PM,12:00 PM,10:00 PM,12:00 PM,10:00 PM,12:00 PM,10:00 PM,12:00 PM,10:00 PM,12:00 PM,9:00 PM,9,4,2,4,4
128,Gino & Joe's Pizzeria & Restaurant,Restaurant,Pizza,,,3.80952381,21,30,11,"3811 Brewerton Rd, Syracuse, NY 13212",3811 Brewerton Rd,Syracuse,NY,13212,43.1195924,-76.1440115,13154521038,,No,Yes,Yes,Yes,,,,"Lunch, Dinner",Private Lot,No,,Yes,Yes,Casual,Casual,Very Loud,No,No,No,Yes,No,Yes,,,,,,,,,,,,,10:00 AM,10:30 PM,10:00 AM,10:30 PM,10:00 AM,10:30 PM,10:00 AM,10:30 PM,10:00 AM,11:30 PM,10:00 AM,11:30 PM,10:00 AM,10:30 PM,8,8,1,1,3
129,Shifty's,Restaurant,Chicken Wings,Music Venues,Dive Bars,4.133333333,45,10,0,"1401 Burnet Ave, Syracuse, NY 13206",1401 Burnet Ave,Syracuse,NY,13206,43.0551808,-76.1191062,13154740048,shiftysbar.com,No,No,Yes,Yes,,,,Late Night,Street,No,,No,Yes,Casual,Casual,Loud,Full Bar,Yes,No,Yes,No,,No,,Yes,No,Yes,"Thu, Fri, Sat",Outdoor Area / Patio Only,,,Live,,,11:00 AM,12:00 AM,11:00 AM,12:00 AM,11:00 AM,12:00 AM,11:00 AM,12:00 AM,11:00 AM,12:00 AM,12:00 PM,12:00 AM,12:00 PM,12:00 AM,23,13,4,2,3
130,Varsity Pizza,Restaurant,Pizza,Delis,American (Traditional),3.714285714,56,10,0,"802 S Crouse Ave, Syracuse, NY 13210",802 S Crouse Ave,Syracuse,NY,13210,43.041475,-76.1370309,13154781235,varsitysyracuse.com,No,Yes,Yes,Yes,No,,,"Lunch, Dinner",Street,Yes,Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,Yes,Free,Yes,No,Yes,,,,,,,,,,,,,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,11:00 AM,9:00 PM,12:00 PM,7:00 PM,17,22,6,6,5
131,The Pale and Bucket Pub,Restaurant,American (Traditional),Pubs,,3.705882353,17,30,11,"4744 Onondaga Blvd, Syracuse, NY 13219",4744 Onondaga Blvd,Syracuse,NY,13219,43.0330544,-76.1884772,13158026191,paleandbucket.com,No,No,Yes,Yes,,,,,,Yes,,Yes,Yes,Casual,Casual,Loud,Full Bar,Yes,Free,Yes,Yes,,No,,No,No,Yes,,No,,,,,,4:00 PM,12:00 AM,11:30 AM,12:00 AM,11:30 AM,12:00 AM,11:30 AM,12:00 AM,11:30 AM,2:00 AM,11:30 AM,2:00 AM,11:30 AM,12:00 AM,5,6,4,0,2
132,Liberty Deli,Restaurant,Delis,,,4.625,8,10,0,"323 Irving Ave, Syracuse, NY 13210",323 Irving Ave,Syracuse,NY,13210,43.0475639,-76.1377214,13154768214,,No,,Yes,Yes,,,,,,No,,Yes,Yes,Casual,,Quiet,No,No,No,No,Yes,Yes,,,,,,,,,,,,,7:00 AM,6:30 PM,7:00 AM,6:30 PM,7:00 AM,6:30 PM,7:00 AM,6:30 PM,7:00 AM,6:30 PM,9:00 AM,3:00 PM,,,5,3,0,0,0
133,Sorrento's,Restaurant,American (New),Italian,,3.636363636,22,30,11,"3770 Brewerton Rd, Syracuse, NY 13212",3770 Brewerton Rd,Syracuse,NY,13212,43.11801147,-76.14354706,13153784386,,Yes,No,Yes,Yes,,,,,,No,,Yes,Yes,Casual,Casual,Average,No,No,,Yes,Yes,Yes,,,,,,,,,,,,,11:00 AM,9:00 PM,11:00 AM,9:00 PM,11:00 AM,9:00 PM,11:00 AM,9:00 PM,11:00 AM,9:00 PM,4:00 PM,9:00 PM,,,9,3,5,3,2
134,Moghul Indian Grill,Restaurant,Indian,,,3.5,12,30,11,"121 Marshall St, Syracuse, NY 13210",121 Marshall St,Syracuse,NY,13210,43.04166757,-76.13608874,13159918056,,No,Yes,Yes,Yes,,,,,,,,Yes,No,Casual,,Quiet,,,,,,,,,,,,,,,,,,,11:00 AM,10:00 PM,11:00 AM,10:00 PM,11:00 AM,10:00 PM,11:00 AM,10:00 PM,11:00 AM,10:00 PM,11:00 AM,10:00 PM,11:00 AM,10:00 PM,5,2,2,0,3
135,Avocadough,Restaurant,Bakeries,Gluten-Free,,4,3,,,,,Syracuse,NY,13212,43.1270971,-76.1030007,13153733945,avocadough.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,7:30 AM,1:30 PM,,,1,1,1,0,0
137,Soup R Salads,Restaurant,Soup,Sandwiches,Salad,4.666666667,6,10,0,"308 S Warren St, Syracuse, NY 13202",308 S Warren St,Syracuse,NY,13202,43.0483129,-76.1508301,13152144569,,No,Yes,Yes,Yes,,,,,,Yes,,Yes,Yes,Casual,,Loud,No,No,,No,No,,,,,,,,,,,,,,8:00 AM,10:30 AM,8:00 AM,10:30 AM,8:00 AM,10:30 AM,8:00 AM,10:30 AM,8:00 AM,10:30 AM,,,,,4,2,0,0,0
138,Broadway Cafe & Arctic Island,Restaurant,Ice Cream & Frozen Yogurt,American (New),Sandwiches,4.666666667,24,10,0,"210 W Seneca Tpke, Syracuse, NY 13205",210 W Seneca Tpke,Syracuse,NY,13205,43.001637,-76.14729,13154691234,thebroadwaycafe.com,No,Yes,Yes,Yes,Yes,,No,Dessert,Private Lot,Yes,Yes,Yes,Yes,Casual,Casual,Average,No,Yes,Free,No,No,Yes,,No,,,,,,,,,,,6:00 AM,9:00 PM,6:00 AM,9:00 PM,6:00 AM,9:00 PM,6:00 AM,9:00 PM,6:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,18,4,2,0,0
139,Grimaldi's Luna Park,Restaurant,Italian,Cafes,,4.142857143,77,30,11,"6430 Yorktown Cir, East Syracuse, NY 13057",6430 Yorktown Cir,East Syracuse,NY,13057,43.0917876,-76.0869827,13154324614,grimaldislunapark.com,Yes,No,Yes,Yes,No,,,Dinner,Private Lot,Yes,Yes,Yes,Yes,Casual,Casual,Average,Full Bar,No,No,Yes,Yes,Yes,,,,,,,,,,,,,5:00 PM,10:00 PM,11:30 AM,2:00 PM,11:30 AM,2:00 PM,11:30 AM,2:00 PM,11:30 AM,2:00 PM,5:00 PM,10:00 PM,4:00 PM,9:00 PM,35,29,5,5,3
140,The Pie Shack,Restaurant,Pizza,Italian,Salad,4.285714286,7,10,0,"1210 Willis Ave, Syracuse, NY 13204",1210 Willis Ave,Syracuse,NY,13204,43.0596062,-76.1969815,13154680330,pieshacksyracuse.com,No,Yes,Yes,Yes,,,,,,Yes,,Yes,No,Casual,,Very Loud,,No,,,,,,,,,,,,,,,,,11:00 AM,10:00 PM,11:00 AM,10:00 PM,11:00 AM,10:00 PM,11:00 AM,10:00 PM,11:00 AM,11:00 PM,12:00 PM,11:00 PM,12:00 PM,9:00 PM,5,0,1,1,0
141,Di Lauro's Bakery & Pizza,Restaurant,Bakeries,Pizza,,4.928571429,14,10,0,"502 E Division St, Syracuse, NY 13208",502 E Division St,Syracuse,NY,13208,43.061518,-76.150417,13154224426,dilaurosbakeryandpizza.com,No,Yes,Yes,Yes,,,,Brunch,Street,Yes,Yes,Yes,No,Casual,,Quiet,No,No,No,No,No,Yes,,,,,,,,,,,,,7:00 AM,7:00 PM,7:00 AM,7:00 PM,7:00 AM,7:00 PM,7:00 AM,7:00 PM,7:00 AM,7:00 PM,6:30 AM,7:00 PM,6:30 AM,6:00 PM,13,1,0,0,0
142,Jerk Hut,Restaurant,Caribbean,,,4.222222222,9,10,0,"440 S Ave, Syracuse, NY 13204",440 S Ave,Syracuse,NY,13204,43.034758,-76.159182,13154785303,bongojerkhut.com,No,No,Yes,Yes,,,,Lunch,Private Lot,No,,Yes,Yes,Casual,,Average,No,No,No,Yes,No,Yes,,,,,,,,,,,,,11:00 AM,9:00 PM,11:00 AM,9:00 PM,11:00 AM,9:00 PM,11:00 AM,9:00 PM,11:00 AM,9:00 PM,11:00 AM,9:00 PM,,,6,1,1,0,1
143,Biscotti Cafe & Pastry Shop,Restaurant,Bakeries,Cafes,,3.875,48,10,0,"741 N Salina St, Syracuse, NY 13208",741 N Salina St,Syracuse,NY,13208,43.06109,-76.1540799,13154789583,biscotticafe.com,No,No,Yes,Yes,,,,,Private Lot,Yes,Yes,Yes,Yes,Casual,,,No,No,Free,No,,,,,,,,,,,,,,,,,7:00 AM,7:00 PM,7:00 AM,7:00 PM,7:00 AM,7:00 PM,7:00 AM,11:00 PM,7:00 AM,11:00 PM,7:00 AM,3:00 PM,22,9,8,7,2
144,Gee Gee's Trattoria,Restaurant,Breakfast & Brunch,American (Traditional),Steakhouses,3.875,8,30,11,"2708 Court St, Syracuse, NY 13208",2708 Court St,Syracuse,NY,13208,43.08353,-76.131691,13158027807,geegeestrattoria.com,Yes,No,Yes,Yes,,,,,Private Lot,,Yes,Yes,Yes,Casual,,Quiet,Beer & Wine Only,No,Free,Yes,Yes,Yes,,,,,,,,,,,,,7:00 AM,10:00 PM,,,7:00 AM,10:00 PM,7:00 AM,10:00 PM,7:00 AM,10:00 PM,7:00 AM,10:00 PM,7:00 AM,10:00 PM,3,3,1,0,1
145,Mok Hwa,Restaurant,American (New),,,2.666666667,6,,,"713 S Crouse Ave, Syracuse, NY 13210",713 S Crouse Ave,Syracuse,NY,13210,43.042265,-76.136292,,,No,,Yes,Yes,,,,,,,,,Yes,Casual,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,3,1,1
146,Mingold Chinese Food,Restaurant,Chinese,,,3.625,8,10,0,"4713 Onondaga Blvd, Syracuse, NY 13219",4713 Onondaga Blvd,Syracuse,NY,13219,43.0349445,-76.1914256,13152145048,mingoldkitchen.com,No,Yes,Yes,Yes,,No,,,,Yes,,Yes,Yes,Casual,,Quiet,No,No,No,No,Yes,,,,,,,,,,,,,,11:00 AM,10:00 PM,11:00 AM,10:00 PM,11:00 AM,10:00 PM,11:00 AM,10:00 PM,11:00 AM,11:00 PM,11:00 AM,11:00 PM,12:00 PM,10:00 PM,4,1,0,2,1
147,Khao Gaeng - Build your own Thai Bowl,Restaurant,Thai,Street Vendors,,4.5,8,10,0,"208 W Genesee St, Syracuse, NY 13202",208 W Genesee St,Syracuse,NY,13202,43.0516394,-76.1538433,13154248424,mythaibowl.com,No,Yes,Yes,Yes,,,,Lunch,,Yes,,Yes,Yes,Casual,,Quiet,No,No,,No,No,,,,,,,,,,,,,,11:00 AM,2:00 PM,11:00 AM,2:00 PM,11:00 AM,2:00 PM,11:00 AM,2:00 PM,11:00 AM,2:00 PM,4:30 PM,8:30 PM,4:30 PM,8:30 PM,5,2,1,0,0
148,Salt City Dogs,Restaurant,Burgers,Hot Dogs,,3.8,5,,,"401 Northern Lights Plz, Syracuse, NY 13212",401 Northern Lights Plz,Syracuse,NY,13212,43.1113924,-76.1449075,13154544271,saltcitydogs.net,No,No,Yes,Yes,No,,No,,Private Lot,No,Yes,,,,,,No,Yes,No,No,No,No,,No,,,,,,,,,,,9:30 AM,8:00 PM,9:30 AM,8:00 PM,9:30 AM,8:00 PM,9:30 AM,8:00 PM,9:30 AM,8:00 PM,9:30 AM,8:00 PM,11:00 AM,7:00 PM,2,2,0,0,1
149,Sam's Chicken Land,Restaurant,Burgers,Salad,Seafood,4.857142857,7,10,0,"527 Charles Ave, Syracuse, NY 13209",527 Charles Ave,Syracuse,NY,13209,43.0496485,-76.1978245,13154884555,samschickenland.com,No,Yes,Yes,Yes,No,No,No,,,Yes,Yes,Yes,Yes,Casual,Divey,Quiet,Beer & Wine Only,No,Free,No,Yes,Yes,,No,,,,,,,,,,No,11:00 AM,8:00 PM,11:00 AM,8:00 PM,11:00 AM,8:00 PM,11:00 AM,8:00 PM,11:00 AM,8:30 PM,11:00 AM,8:00 PM,,,6,1,0,0,0
150,El Isleño,Restaurant,Caribbean,,,5,1,,,"719 S Geddes St, Syracuse, NY 13204",719 S Geddes St,Syracuse,NY,13204,43.04047277,-76.17204568,12677708251,,,No,Yes,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,8:30 AM,4:00 PM,7:30 AM,4:00 PM,7:30 AM,4:00 PM,7:30 AM,4:00 PM,7:30 AM,4:00 PM,7:30 AM,4:00 PM,,,1,0,0,0,0
151,Checker's Family Restaurant & Pizzeria,Restaurant,Pizza,Chicken Wings,Desserts,1.818181818,11,10,0,"425 Milton Ave, Syracuse, NY 13204",425 Milton Ave,Syracuse,NY,13204,43.0506665,-76.1884849,13154884141,checkerssyracuse.com,No,Yes,Yes,Yes,,,,,,Yes,,Yes,,Casual,,Average,No,No,No,No,Yes,Yes,,,,,,,,,,,,,8:30 AM,8:30 PM,8:30 AM,8:30 PM,8:30 AM,8:30 PM,8:30 AM,8:30 PM,8:30 AM,10:30 PM,8:30 AM,10:00 PM,8:30 AM,8:30 PM,0,3,0,0,8
152,Panda West Chinese Restaurant,Restaurant,Chinese,,,3.6,35,10,0,"135 Marshall St, Syracuse, NY 13210",135 Marshall St,Syracuse,NY,13210,43.0418374,-76.1357073,13154747777,,Yes,Yes,Yes,Yes,No,,No,"Lunch, Dinner",Street,Yes,Yes,Yes,Yes,Casual,Casual,Quiet,No,No,No,No,Yes,Yes,,No,,,,,,,,,,,11:00 AM,10:00 PM,11:00 AM,10:00 PM,11:00 AM,10:00 PM,11:00 AM,10:00 PM,11:00 AM,11:00 PM,11:00 AM,11:00 PM,12:00 PM,10:00 PM,8,13,9,2,3
153,Jake Hafner's Restaurant & Tavern,Restaurant,Sports Bars,American (New),,3.413043478,46,30,11,"5226 W Taft Rd, Syracuse, NY 13212",5226 W Taft Rd,Syracuse,NY,13212,43.1220368,-76.1553961,13154585108,jakehafners.com,Yes,No,Yes,Yes,No,,No,Dinner,Private Lot,Yes,Yes,Yes,Yes,Casual,Casual,Average,Full Bar,Yes,Free,Yes,Yes,Yes,No,,No,No,Yes,"Wed, Fri, Sat",Outdoor Area / Patio Only,,,Background,,,11:00 AM,2:00 AM,11:00 AM,2:00 AM,11:00 AM,2:00 AM,11:00 AM,2:00 AM,11:00 AM,2:00 AM,11:00 AM,2:00 AM,12:00 PM,2:00 AM,7,21,9,2,7
154,Cantina Laredo,Restaurant,Mexican,Breakfast & Brunch,,2.777777778,54,30,11,"306 Hiawatha Blvd W, Syracuse, NY 13290",306 Hiawatha Blvd W,Syracuse,NY,13290,43.06771884,-76.17155537,13154761750,cantinalaredo.com,Yes,No,Yes,Yes,,,,Brunch,,No,,Yes,Yes,Casual,,Loud,Full Bar,No,Free,Yes,Yes,No,,,,,,,,,,,,,11:00 AM,10:00 PM,11:00 AM,10:00 PM,11:00 AM,10:00 PM,11:00 AM,10:00 PM,11:00 AM,11:00 PM,11:00 AM,11:00 PM,11:00 AM,10:00 PM,11,7,9,13,14
155,Key Pizza,Restaurant,Pizza,Chicken Wings,,3.125,8,30,11,"1135 Erie Blvd E, Syracuse, NY 13210",1135 Erie Blvd E,Syracuse,NY,13210,43.050727,-76.1331977,13152953237,keypizzasyracuseny.com/11335,No,Yes,Yes,Yes,,,No,,Private Lot,Yes,No,Yes,Yes,Casual,,,No,No,No,No,No,No,,No,,,,,,,,,,,6:00 AM,4:00 AM,6:00 AM,4:00 AM,6:00 AM,4:00 AM,6:00 AM,4:00 AM,6:00 AM,5:00 AM,6:00 AM,5:00 AM,6:00 AM,4:00 AM,2,3,0,0,3
156,Erawan Thai Restaurant,Restaurant,Thai,,,3.458823529,85,30,11,"2724 Erie Blvd E, Syracuse, NY 13224",2724 Erie Blvd E,Syracuse,NY,13224,43.0539971,-76.0969184,13154458152,erawan-inc.com,No,No,Yes,Yes,,,,Dinner,Private Lot,Yes,Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,No,No,Yes,No,,,,,,,,,,,,,11:30 AM,2:30 PM,11:30 AM,2:30 PM,11:30 AM,2:30 PM,11:30 AM,2:30 PM,11:30 AM,2:30 PM,11:30 AM,2:30 PM,,,24,27,9,14,11
157,The Chicken Bandit,Restaurant,Food Trucks,Chicken Shop,,4.8,5,30,11,"211 W Jefferson St, Syracuse, NY 13202",211 W Jefferson St,Syracuse,NY,13202,43.0465936,-76.1541621,13155691336,chickenbandit.com,No,No,Yes,Yes,,,,,,Yes,,Yes,,Casual,,,,,,,,Yes,,,,,,,,,,,,,11:00 AM,3:00 PM,11:00 AM,3:00 PM,11:00 AM,3:00 PM,11:00 AM,3:00 PM,11:00 AM,3:00 PM,,,,,4,1,0,0,0
158,Thanos Import Market,Restaurant,Grocery,Delis,,4.8,5,30,11,"105 Green St, Syracuse, NY 13203",105 Green St,Syracuse,NY,13203,43.053525,-76.141812,13154224085,,,No,Yes,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,10:00 AM,6:00 PM,10:00 AM,6:00 PM,10:00 AM,6:00 PM,10:00 AM,6:00 PM,10:00 AM,6:00 PM,8:00 AM,4:00 PM,10:00 AM,2:00 PM,4,1,0,0,0
159,Santangelo's Restaurant,Restaurant,Italian,,,4.127906977,86,30,11,"673 Old Liverpool Rd, Liverpool, NY 13088",673 Old Liverpool Rd,Liverpool,NY,13088,43.094167,-76.19584,13154574447,santangelosrestaurant.com,Yes,No,Yes,Yes,,,,Dinner,Private Lot,No,Yes,Yes,Yes,Casual,Casual,Average,Full Bar,Yes,No,Yes,Yes,Yes,,,,,,,,,,,,,11:30 AM,10:00 PM,11:30 AM,10:00 PM,11:30 AM,10:00 PM,11:30 AM,10:00 PM,11:30 AM,11:00 PM,4:00 PM,11:00 PM,4:00 PM,9:00 PM,47,22,4,7,6
161,Red Olive,Restaurant,Indian,Halal,Middle Eastern,3.514285714,35,30,11,"324 Burnet Ave, Syracuse, NY 13203",324 Burnet Ave,Syracuse,NY,13203,43.0520938,-76.1422804,13158024037,redoliveonline.com,Yes,Yes,Yes,Yes,,,,"Lunch, Dinner",Street,Yes,Yes,Yes,Yes,Casual,Casual,Quiet,No,No,Free,Yes,Yes,Yes,,,,,,,,,Yes,,,,,,11:00 AM,10:00 PM,11:00 AM,10:00 PM,11:00 AM,10:00 PM,11:00 AM,10:00 PM,10:00 AM,10:00 PM,10:00 AM,10:00 PM,11,9,7,3,5
163,Margaritaville - Syracuse,Restaurant,Bars,American (Traditional),Music Venues,2.850746269,67,30,11,"1 Destiny Usa Dr\nDestiny USA, Syracuse, NY 13290",1 Destiny Usa Dr\nDestiny USA,Syracuse,NY,13290,43.0680296,-76.1726098,13154014222,margaritavillesyracuse.com,Yes,No,Yes,Yes,,,,Dinner,Garage,Yes,,Yes,Yes,Casual,Casual,Average,Full Bar,No,Free,Yes,Yes,No,No,,No,No,Yes,"Fri, Sat, Sun",No,,,,,,11:00 AM,10:00 PM,11:00 AM,10:00 PM,11:00 AM,10:00 PM,11:00 AM,10:00 PM,11:00 AM,1:00 AM,11:00 AM,1:00 AM,11:00 AM,9:00 PM,15,11,8,15,18
164,The Good Life Diner,Restaurant,Diners,,,4.083333333,12,10,0,"3600 Court St, Syracuse, NY 13206",3600 Court St,Syracuse,NY,13206,43.08114014,-76.11810553,13152185008,,No,No,Yes,Yes,,,,"Breakfast, Lunch",Private Lot,Yes,,Yes,Yes,Casual,Casual,Average,No,No,No,Yes,Yes,Yes,,,,,,,,,,,,,6:00 AM,2:00 PM,6:00 AM,2:00 PM,6:00 AM,2:00 PM,6:00 AM,2:00 PM,6:00 AM,2:00 PM,6:00 AM,2:00 PM,6:00 AM,2:00 PM,6,4,0,1,1
165,Coleman's Authentic Irish Pub,Restaurant,Pubs,American (Traditional),Irish,3.75,52,30,11,"100 S Lowell Ave, Syracuse, NY 13204",100 S Lowell Ave,Syracuse,NY,13204,43.0480177,-76.1816574,13154761933,colemansirishpub.com,Yes,No,Yes,Yes,,,,"Lunch, Dinner",Private Lot,Yes,Yes,Yes,Yes,Casual,Casual,Average,Full Bar,Yes,Free,Yes,Yes,,No,,,No,Yes,"Mon, Fri, Sat",Outdoor Area / Patio Only,,,Live,,,11:30 AM,2:00 AM,11:30 AM,2:00 AM,11:30 AM,2:00 AM,11:30 AM,2:00 AM,11:30 AM,2:00 AM,11:30 AM,2:00 AM,11:30 AM,2:00 AM,12,24,10,3,3
166,Golden Spike Pub,Restaurant,Pubs,Burgers,Chicken Wings,4.866666667,15,30,11,"411 W Manlius St, East Syracuse, NY 13057",411 W Manlius St,East Syracuse,NY,13057,43.064666,-76.077658,13155655691,,No,,,Yes,No,,,,,No,No,,Yes,,,Very Loud,Full Bar,No,,Yes,,,No,,,No,No,,No,,,Juke Box,,,11:00 AM,11:00 PM,11:00 AM,11:00 PM,11:00 AM,11:00 PM,11:00 AM,11:00 PM,11:00 AM,1:00 AM,11:00 AM,12:30 AM,12:00 PM,9:00 PM,13,2,0,0,0
167,Samrat Indian Restaurant,Restaurant,Indian,Pakistani,Buffets,3.661016949,59,30,11,"701 S Crouse Ave\nSte 2, Syracuse, NY 13210",701 S Crouse Ave\nSte 2,Syracuse,NY,13210,43.0425476,-76.1364407,13154796051,,Yes,No,Yes,Yes,,,,Lunch,Street,Yes,,Yes,Yes,Casual,Casual,Quiet,Beer & Wine Only,No,No,No,Yes,No,,,,,,,,,,,,,9:00 AM,11:00 PM,9:00 AM,11:00 PM,9:00 AM,11:00 PM,9:00 AM,11:00 PM,9:00 AM,11:00 PM,9:00 AM,10:00 PM,9:00 AM,10:00 PM,13,24,13,7,2
168,New Garden,Restaurant,Chinese,,,3.35,20,10,0,"471 Westcott St, Syracuse, NY 13210",471 Westcott St,Syracuse,NY,13210,43.0418078,-76.1193532,13154726666,newgardensyracuse.com,No,Yes,Yes,Yes,No,,,,Street,Yes,,Yes,Yes,Casual,,Average,No,Yes,No,,No,,,,,,,,,,,,,,11:00 AM,11:00 PM,11:00 AM,11:00 PM,11:00 AM,11:00 PM,11:00 AM,11:00 PM,11:00 AM,11:30 PM,11:00 AM,11:30 PM,12:30 PM,11:00 PM,5,8,0,3,4
169,Tortilla Jacks,Restaurant,Mexican,Food Trucks,,5,3,,,"203 Wellesley Rd, Syracuse, NY 13214",203 Wellesley Rd,Syracuse,NY,13214,43.020924,-76.16885,13154156046,tortillajacks.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0
170,World of Beer,Restaurant,Pubs,American (Traditional),,3.555555556,72,30,11,"10347 Destiny USA Dr, Syracuse, NY 13204",10347 Destiny USA Dr,Syracuse,NY,13204,43.06859,-76.170963,13154222330,worldofbeer.com,No,Yes,Yes,Yes,No,,No,"Lunch, Dinner","Valet, Garage, Street",Yes,Yes,No,Yes,Casual,Casual,Average,Full Bar,No,Free,Yes,Yes,Yes,No,No,No,No,Yes,"Thu, Fri, Sat",No,,,,,,12:00 PM,12:00 AM,12:00 PM,12:00 AM,12:00 PM,12:00 AM,12:00 PM,12:00 AM,11:00 AM,2:00 AM,11:00 AM,2:00 AM,10:00 AM,12:00 AM,17,31,9,5,10
171,Al Madina Halal Meat & Grill,Restaurant,Middle Eastern,Halal,Mediterranean,4.2,5,60,31,"717 N Salina St, Syracuse, NY 13208",717 N Salina St,Syracuse,NY,13208,43.06072682,-76.15344758,13153960507,almadinahalalgrill.com,No,No,,Yes,No,No,,,,,,Yes,,Casual,,Very Loud,No,,,No,,,,,,,,,,,,,,,10:00 AM,10:00 PM,10:00 AM,10:00 PM,10:00 AM,10:00 PM,10:00 AM,10:00 PM,10:00 AM,11:00 PM,10:00 AM,11:00 PM,10:00 AM,9:00 PM,2,2,1,0,0
172,Ernie's Lakeland Cafe,Restaurant,Cafes,,,4.75,4,,,"779 State Fair Blvd, Syracuse, NY 13209",779 State Fair Blvd,Syracuse,NY,13209,43.0873762,-76.2384907,13154683777,ernieslakelandcafe.com,,No,Yes,Yes,,,,,,,,Yes,Yes,,,,,No,,No,,,,,,,,,,,,,,,,,3:00 PM,8:00 PM,3:00 PM,8:00 PM,3:00 PM,8:00 PM,3:00 PM,9:00 PM,4:00 AM,9:00 PM,,,3,1,0,0,0
173,M Kaiten Sushi,Restaurant,Sushi Bars,Japanese,Korean,3.5,2,30,11,"113 Marshall St, Syracuse, NY 13210",113 Marshall St,Syracuse,NY,13210,43.0417721,-76.1362521,13154711070,mkaitensushi.com,,,Yes,Yes,No,,,,Street,No,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,11:00 AM,10:00 PM,11:00 AM,10:00 PM,11:00 AM,10:00 PM,11:00 AM,10:00 PM,11:00 AM,10:00 PM,11:00 AM,10:00 PM,,,1,0,0,1,0
174,The Gem Diner,Restaurant,Diners,,,3.560606061,66,10,0,"832 Spencer St, Syracuse, NY 13204",832 Spencer St,Syracuse,NY,13204,43.05744932,-76.17337651,13153147380,thegemdiner.com,No,No,Yes,Yes,,,,"Breakfast, Brunch, Lunch",Private Lot,Yes,Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,No,Yes,Yes,Yes,,,,,,,,,,,,,,,6:00 AM,10:00 PM,6:00 AM,10:00 PM,6:00 AM,10:00 PM,6:00 AM,10:00 PM,6:00 AM,10:00 PM,6:00 AM,7:00 PM,22,17,11,8,8
